time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-04-02T22:32:42.177Z,12.2372,-87.9894,49.112,4.6,mb,31,156,1.05,0.2,us,us6000k1lp,2023-04-04T02:10:14.040Z,"81 km SW of Jiquilillo, Nicaragua",earthquake,6.69,10.343,0.068,65,reviewed,us,us
2023-04-02T19:32:24.808Z,6.4024,115.8451,601.41,5.5,mb,57,94,7.534,0.61,us,us6000k1ki,2023-04-04T13:15:01.670Z,"South China Sea",earthquake,9.69,6.439,0.034,293,reviewed,us,us
2023-04-02T18:53:06.873Z,2.8351,95.4664,26.339,4.9,mb,97,86,2.599,0.57,us,us6000k1k9,2023-04-06T16:49:47.040Z,"108 km WNW of Sinabang, Indonesia",earthquake,4.24,4.237,0.065,74,reviewed,us,us
2023-04-02T18:18:43.285Z,-4.3081,143.1023,73.107,4.6,mb,17,123,6.47,0.45,us,us6000k2ep,2023-04-06T16:42:54.040Z,"33 km ESE of Ambunti, Papua New Guinea",earthquake,14.73,11.28,0.182,9,reviewed,us,us
2023-04-02T18:04:11.321Z,-4.3258,143.1593,70,7,mww,154,20,3.04,0.82,us,us6000k1id,2023-04-07T14:58:05.971Z,"39 km ESE of Ambunti, Papua New Guinea",earthquake,8.05,1.88,0.047,44,reviewed,us,us
2023-04-02T13:17:50.127Z,-24.3807,-67.2053,176.953,4.6,mb,23,78,1.679,0.83,us,us6000k1hi,2023-04-02T15:19:21.040Z,"Salta, Argentina",earthquake,9.22,4.872,0.193,8,reviewed,us,us
2023-04-02T12:32:42.751Z,-1.6165,-77.6531,176.707,4.5,mb,68,98,0.391,0.51,us,us6000k1hb,2023-04-02T12:46:57.040Z,"Ecuador",earthquake,7.76,3.813,0.04,188,reviewed,us,us
2023-04-02T11:06:47.409Z,-3.4924,131.1367,10,4.5,mb,36,54,1.248,0.87,us,us6000k1h3,2023-04-02T11:26:04.040Z,"Ceram Sea, Indonesia",earthquake,5.53,1.213,0.119,21,reviewed,us,us
2023-04-02T08:40:54.813Z,-7.7851,118.712,18.922,5.5,mww,86,27,1.389,0.85,us,us6000k1gl,2023-04-03T08:44:27.827Z,"Flores Sea",earthquake,3.47,4.131,0.071,19,reviewed,us,us
2023-04-02T02:49:32.898Z,-5.6272,154.3973,66.733,4.5,mb,24,129,2.643,0.63,us,us6000k1fe,2023-04-02T03:52:59.040Z,"Bougainville region, Papua New Guinea",earthquake,13.84,8.101,0.124,19,reviewed,us,us
2023-04-02T02:16:31.220Z,-26.0661,-177.5067,165.61,4.9,mb,27,133,3.205,1.43,us,us6000k1fb,2023-04-02T03:47:42.040Z,"south of the Fiji Islands",earthquake,12.41,5.996,0.119,22,reviewed,us,us
2023-04-02T01:37:47.056Z,-31.5629,-69.5557,122.069,4.6,mb,34,69,0.744,0.96,us,us6000k1f8,2023-04-02T01:56:43.040Z,"San Juan, Argentina",earthquake,4.11,7.09,0.182,9,reviewed,us,us
2023-04-02T01:08:33.485Z,50.2709,-129.6,10,4.6,mb,37,193,1.008,0.99,us,us6000k1f5,2023-04-02T02:02:08.862Z,"Vancouver Island, Canada region",earthquake,6.11,1.925,0.038,208,reviewed,us,us
2023-04-02T00:39:22.680Z,-29.1841,74.6687,10,4.5,mb,33,75,8.923,0.61,us,us6000k2dq,2023-04-08T03:59:33.040Z,"Mid-Indian Ridge",earthquake,4.93,1.866,0.113,23,reviewed,us,us
2023-04-01T21:54:52.324Z,26.7722,102.9151,14.458,4.6,mb,61,35,5.498,0.57,us,us6000k1eq,2023-04-08T02:23:03.040Z,"99 km SW of Zhaotong, China",earthquake,7.88,4.091,0.068,64,reviewed,us,us
2023-04-01T18:11:20.980Z,-12.9313,169.3352,648.297,4.9,mb,133,25,8.987,0.7,us,us6000k1dq,2023-04-01T18:31:03.040Z,"219 km ENE of Sola, Vanuatu",earthquake,10.75,7.082,0.03,351,reviewed,us,us
2023-04-01T17:54:21.740Z,-12.9013,169.3223,630.222,4.7,mb,159,24,9.006,0.61,us,us6000k1dp,2023-04-01T18:12:07.040Z,"220 km ENE of Sola, Vanuatu",earthquake,9.04,6.798,0.032,303,reviewed,us,us
2023-04-01T15:57:39.935Z,27.3325,53.0705,19.044,5.1,mb,38,79,3.686,0.58,us,us6000k1d6,2023-04-01T22:46:24.367Z,"30 km SE of Mohr, Iran",earthquake,8.22,4.609,0.064,79,reviewed,us,us
2023-04-01T13:39:27.885Z,0.8134,126.2041,47.495,4.5,mb,22,57,1.163,0.87,us,us6000k1cv,2023-04-01T14:45:50.040Z,"Molucca Sea",earthquake,7.27,8.032,0.131,17,reviewed,us,us
2023-04-01T12:26:21.023Z,-15.3955,-70.2652,217.54,4.7,mb,50,110,2.238,1.17,us,us6000k1cb,2023-04-01T12:45:51.040Z,"10 km SSW of Calapuja, Peru",earthquake,9.45,7.88,0.045,152,reviewed,us,us
2023-04-01T10:36:09.444Z,-20.3957,169.4023,87.667,4.9,mb,51,62,2.861,0.84,us,us6000k1c0,2023-04-01T10:55:15.040Z,"95 km S of Isangel, Vanuatu",earthquake,9.31,7.132,0.063,82,reviewed,us,us
2023-04-01T09:41:12.330Z,38.2794,138.7922,17.732,5,mb,111,62,1.793,0.64,us,us6000k1bu,2023-04-07T15:53:06.040Z,"38 km NE of Ryōtsu-minato, Japan",earthquake,6.2,3.456,0.029,374,reviewed,us,us
2023-04-01T09:32:56.433Z,-16.6773,-69.7533,180.804,4.5,mb,37,104,0.944,0.87,us,us6000k1bt,2023-04-01T09:55:04.040Z,"8 km NNW of Mazo Cruz, Peru",earthquake,7.45,6.444,0.156,13,reviewed,us,us
2023-04-01T07:04:16.433Z,-3.0479,129.9004,14.861,4.7,mb,42,59,1.465,0.62,us,us6000k1be,2023-04-01T07:27:55.040Z,"Seram, Indonesia",earthquake,6.97,4.472,0.102,29,reviewed,us,us
2023-04-01T05:42:20.456Z,27.7012,86.1877,10,4.6,mb,60,102,0.811,0.89,us,us6000k1b0,2023-04-01T07:36:11.237Z,"36 km SE of Kodāri̇̄, Nepal",earthquake,5.31,1.905,0.07,61,reviewed,us,us
2023-04-01T00:25:14.770Z,-54.9834,-29.4841,10,4.5,mb,22,104,4.13,0.4,us,us6000k2dj,2023-04-08T02:30:12.040Z,"South Sandwich Islands region",earthquake,7.73,1.895,0.125,19,reviewed,us,us
2023-03-31T22:36:11.424Z,-50.0031,114.0805,10,5.6,mww,43,74,16.425,0.54,us,us6000k18y,2023-04-08T02:02:34.932Z,"western Indian-Antarctic Ridge",earthquake,7.1,1.679,0.059,28,reviewed,us,us
2023-03-31T17:55:40.927Z,-7.984,120.7193,22.505,4.9,mb,108,52,1.636,0.62,us,us6000k16s,2023-03-31T19:31:04.040Z,"74 km NNE of Ruteng, Indonesia",earthquake,4.78,4.7,0.061,93,reviewed,us,us
2023-03-31T16:05:17.728Z,37.2541,24.0823,135.398,4.8,mb,50,55,1.724,0.84,us,us6000k168,2023-03-31T18:58:40.342Z,"39 km WNW of Sérifos, Greece",earthquake,4.85,7.537,0.049,128,reviewed,us,us
2023-03-31T16:00:01.368Z,-17.3832,-178.4089,543.924,4.5,mb,31,59,4.38,0.38,us,us6000k167,2023-03-31T19:10:40.040Z,"252 km ENE of Levuka, Fiji",earthquake,9.67,7.502,0.108,25,reviewed,us,us
2023-03-31T15:29:40.372Z,41.1623,142.7722,49.484,4.9,mb,65,135,0.9,0.83,us,us6000k15z,2023-03-31T15:51:02.040Z,"127 km ENE of Misawa, Japan",earthquake,6.21,7.036,0.042,180,reviewed,us,us
2023-03-31T10:46:21.904Z,-24.771,-70.1094,52.903,5.2,mww,116,100,0.304,0.69,us,us6000k138,2023-04-01T18:19:09.032Z,"80 km NNE of Taltal, Chile",earthquake,6.67,4.516,0.065,23,reviewed,us,us
2023-03-31T08:47:22.684Z,-3.039,147.3687,10,4.5,mb,41,77,4.92,0.52,us,us6000k12k,2023-04-06T07:45:05.040Z,"Bismarck Sea",earthquake,6.14,1.889,0.097,31,reviewed,us,us
2023-03-31T08:28:35.619Z,-9.6154,115.1606,61.428,4.8,mb,50,42,1.512,0.73,us,us6000k12g,2023-04-06T07:38:12.156Z,"90 km S of Nusa Dua, Indonesia",earthquake,7.57,6.998,0.097,33,reviewed,us,us
2023-03-31T08:27:30.659Z,-49.1322,125.0136,10,4.7,mb,23,153,17.202,0.62,us,us6000k12h,2023-04-06T07:35:28.040Z,"western Indian-Antarctic Ridge",earthquake,15.17,1.887,0.126,19,reviewed,us,us
2023-03-31T05:52:19.140Z,27.037,141.5589,64.435,5.3,mww,125,86,0.561,0.68,us,us6000k11q,2023-04-06T07:06:34.121Z,"Bonin Islands, Japan region",earthquake,8.53,5.686,0.055,32,reviewed,us,us
2023-03-31T04:12:39.700Z,17.6543,-94.402,160.729,4.6,mb,50,109,2.562,0.88,us,us6000k114,2023-03-31T04:56:38.013Z,"26 km NNE of Niños Héroes, Mexico",earthquake,3.7,8.491,0.037,224,reviewed,us,us
2023-03-31T00:10:13.171Z,44.6674,149.2724,35,4.5,mb,90,128,4.818,0.56,us,us6000k10i,2023-04-08T01:38:00.040Z,"126 km ESE of Kuril’sk, Russia",earthquake,9.51,1.905,0.061,80,reviewed,us,us
2023-03-30T22:03:23.257Z,-35.7033,-73.5399,10,4.5,mwr,40,114,1.08,0.78,us,us6000k0zq,2023-03-30T22:37:28.040Z,"110 km WSW of Constitución, Chile",earthquake,5.07,1.646,0.044,49,reviewed,us,us
2023-03-30T20:15:52.365Z,22.2141,121.5548,10.706,4.5,mb,54,115,0.744,0.61,us,us6000k0yr,2023-03-31T13:42:31.794Z,"86 km ENE of Hengchun, Taiwan",earthquake,5.6,4.741,0.085,40,reviewed,us,us
2023-03-30T19:23:00.365Z,34.6472,25.1959,10,4.5,mb,93,94,0.687,0.81,us,us6000k0y7,2023-03-30T20:30:25.421Z,"40 km S of Pýrgos, Greece",earthquake,5.67,1.842,0.066,68,reviewed,us,us
2023-03-30T17:33:06.366Z,-35.6626,-73.5404,11.586,6.3,mww,143,71,1.119,0.5,us,us6000k0xf,2023-04-03T16:44:59.040Z,"108 km WSW of Constitución, Chile",earthquake,5.53,3.203,0.043,51,reviewed,us,us
2023-03-30T15:46:16.321Z,17.0581,-99.8807,23.544,4.6,mb,74,210,1.352,0.38,us,us6000k0wi,2023-03-30T21:25:25.847Z,"2 km N of Ocotillo, Mexico",earthquake,10.04,8.73,0.038,214,reviewed,us,us
2023-03-30T08:24:53.020Z,7.9238,-74.7507,56.727,4.5,mb,75,64,1.887,0.89,us,us6000k0u3,2023-03-30T16:00:22.950Z,"14 km N of San Carlos, Colombia",earthquake,4.72,7.984,0.043,157,reviewed,us,us
2023-03-29T21:44:11.414Z,28.3251,141.4912,59.487,4.8,mb,74,121,4.988,0.83,us,us6000k0rg,2023-03-29T22:06:31.040Z,"Bonin Islands, Japan region",earthquake,6.11,7.163,0.055,102,reviewed,us,us
2023-03-29T20:10:42.189Z,1.8952,127.1396,114.704,4.7,mb,123,101,1.139,0.85,us,us6000k0qn,2023-03-31T16:58:44.040Z,"98 km W of Tobelo, Indonesia",earthquake,7.06,6.178,0.053,114,reviewed,us,us
2023-03-29T18:49:11.435Z,10.6001,-86.0879,44.537,4.5,mb,126,184,0.794,0.91,us,us6000k0pl,2023-03-31T16:17:08.040Z,"49 km W of Sardinal, Costa Rica",earthquake,2.93,8.386,0.045,148,reviewed,us,us
2023-03-29T18:26:51.077Z,-15.2798,-173.0921,19.35,5.3,mww,138,67,2.652,0.86,us,us6000k0pe,2023-03-31T15:38:56.927Z,"106 km NE of Hihifo, Tonga",earthquake,8.24,3.894,0.098,10,reviewed,us,us
2023-03-29T18:10:19.421Z,-8.2478,116.7403,11.307,4.9,mb,76,41,1.176,0.59,us,us6000k0p7,2023-04-02T06:15:43.106Z,"29 km NNE of Labuan Lombok, Indonesia",earthquake,5.13,3.944,0.073,65,reviewed,us,us
2023-03-29T16:47:02.861Z,37.9135,36.2474,10,4.6,mb,64,87,0.342,0.9,us,us6000k0ne,2023-03-29T17:17:38.040Z,"Central Turkey",earthquake,3.55,1.84,0.069,63,reviewed,us,us
2023-03-29T09:53:47.269Z,27.9796,139.4485,500.093,4.8,mb,167,57,2.584,0.62,us,us6000k0ix,2023-04-05T10:53:36.040Z,"Bonin Islands, Japan region",earthquake,10.66,8.063,0.047,143,reviewed,us,us
2023-03-29T08:57:15.085Z,-17.9194,-178.6172,568.927,4.8,mb,57,37,3.177,1.01,us,us6000k0im,2023-03-29T09:17:16.040Z,"219 km E of Levuka, Fiji",earthquake,11.18,5.835,0.028,394,reviewed,us,us
2023-03-29T08:53:57.792Z,30.3087,127.9014,6.485,5.1,mb,57,105,2.498,0.39,us,us6000k0il,2023-03-29T09:13:22.040Z,"242 km W of Kurio, Japan",earthquake,7.8,4.778,0.078,53,reviewed,us,us
2023-03-29T07:41:46.874Z,5.9358,126.3837,11.286,4.8,mb,55,113,1.381,0.98,us,us6000k0i9,2023-03-29T08:02:24.040Z,"Mindanao, Philippines",earthquake,8.14,4.497,0.067,70,reviewed,us,us
2023-03-29T07:38:53.484Z,-26.2273,178.4971,617.233,5,mb,41,84,4.367,1,us,us6000k0i7,2023-03-29T07:53:05.040Z,"south of the Fiji Islands",earthquake,13.78,11.21,0.105,29,reviewed,us,us
2023-03-29T07:27:03.653Z,-18.4958,-175.4917,243.404,4.7,mb,48,39,1.423,1.44,us,us6000k0i4,2023-03-29T07:43:19.040Z,"160 km W of Neiafu, Tonga",earthquake,9.57,7.093,0.068,66,reviewed,us,us
2023-03-29T06:38:58.555Z,-14.041,-74.4411,89.479,4.7,mb,47,137,3.105,0.67,us,us6000k0hu,2023-03-29T23:25:23.780Z,"central Peru",earthquake,10,9.461,0.084,43,reviewed,us,us
2023-03-29T04:11:22.666Z,-15.3285,-174.9924,289.262,4.7,mb,37,75,3.435,0.73,us,us6000k0hc,2023-03-30T00:28:02.040Z,"145 km WNW of Hihifo, Tonga",earthquake,10.77,9.204,0.104,28,reviewed,us,us
2023-03-28T21:52:45.073Z,41.6564,14.6553,8.416,4.7,mwr,78,34,0.628,0.88,us,us6000k0fj,2023-03-29T13:06:25.456Z,"1 km NW of Montagano, Italy",earthquake,2.01,4.041,0.048,41,reviewed,us,us
2023-03-28T19:27:07.043Z,2.4101,128.7992,35,4.6,mb,42,91,2.168,0.43,us,us6000k0ex,2023-03-28T20:03:16.040Z,"Halmahera, Indonesia",earthquake,3.83,1.916,0.092,35,reviewed,us,us
2023-03-28T17:13:40.877Z,12.6459,-71.0189,44.083,4.5,mb,145,124,1.337,0.59,us,us6000k0e4,2023-03-29T16:40:58.893Z,"138 km NW of Punto Fijo, Venezuela",earthquake,8.98,8.307,0.041,185,reviewed,us,us
2023-03-28T17:05:56.574Z,30.2842,51.7982,10,4.5,mb,90,61,6.599,0.86,us,us6000k0e3,2023-03-29T15:40:51.040Z,"32 km NE of Nūrābād, Iran",earthquake,6.04,1.788,0.064,72,reviewed,us,us
2023-03-28T13:07:17.582Z,-10.8937,166.777,10.897,5.2,mww,63,68,4.545,0.62,us,us6000k0bv,2023-04-03T16:43:50.040Z,"108 km E of Lata, Solomon Islands",earthquake,9.73,1.515,0.065,23,reviewed,us,us
2023-03-28T12:54:01.794Z,-10.8856,166.845,10,5,mb,51,109,4.547,0.7,us,us6000k0bq,2023-03-28T13:48:47.040Z,"Santa Cruz Islands",earthquake,10.47,1.875,0.052,119,reviewed,us,us
2023-03-28T09:18:28.117Z,41.148,142.805,34,6,mww,175,44,0.906,0.73,us,us6000k09q,2023-03-30T04:47:30.349Z,"129 km ENE of Misawa, Japan",earthquake,5.41,1.771,0.053,34,reviewed,us,us
2023-03-28T05:51:28.103Z,18.3407,120.4545,22.371,5.3,mww,84,79,4.493,0.52,us,us6000k091,2023-04-03T05:14:11.813Z,"Luzon, Philippines",earthquake,8.65,4.814,0.075,17,reviewed,us,us
2023-03-28T04:19:09.715Z,-0.3835,123.5482,74.625,5,mww,85,32,1.015,0.78,us,us6000k08q,2023-03-29T03:20:04.522Z,"105 km NE of Luwuk, Indonesia",earthquake,6.67,5.765,0.078,16,reviewed,us,us
2023-03-28T03:17:00.818Z,-17.871,167.4196,10,4.7,mb,26,55,2.419,0.66,us,us6000k08j,2023-03-28T03:43:10.040Z,"95 km W of Port-Vila, Vanuatu",earthquake,3.43,1.901,0.117,22,reviewed,us,us
2023-03-27T22:19:15.836Z,-8.2105,158.9268,85.976,6.1,mww,122,25,1.583,1.06,us,us6000k05c,2023-03-30T09:49:22.100Z,"73 km W of Buala, Solomon Islands",earthquake,7.96,5.166,0.049,40,reviewed,us,us
2023-03-27T18:20:36.153Z,-0.7264,29.3364,16.059,4.9,mb,33,70,1.407,1,us,us6000k03l,2023-03-28T12:22:59.413Z,"38 km WNW of Ntungamo, Uganda",earthquake,6.84,4.441,0.096,34,reviewed,us,us
2023-03-27T16:21:19.424Z,-44.0513,-81.8869,10,4.7,mb,49,89,7.258,0.74,us,us7000jn1d,2023-04-03T16:11:43.040Z,"West Chile Rise",earthquake,9.83,1.875,0.087,40,reviewed,us,us
2023-03-27T13:41:45.333Z,-14.7661,-173.6418,10,4.5,mb,16,168,1.993,0.86,us,us6000k13v,2023-04-02T16:45:28.040Z,"Samoa Islands region",earthquake,10.22,1.904,0.192,9,reviewed,us,us
2023-03-27T12:11:14.029Z,13.0978,143.9379,136.948,4.8,mb,76,50,1.029,0.47,us,us7000jmzw,2023-04-03T06:13:04.208Z,"Guam region",earthquake,9.89,6.399,0.033,289,reviewed,us,us
2023-03-27T09:24:30.409Z,-8.3915,159.1908,10,4.8,mb,48,52,1.281,1.66,us,us7000jmz9,2023-04-03T09:46:59.040Z,"Solomon Islands",earthquake,7.04,1.811,0.092,36,reviewed,us,us
2023-03-27T05:25:19.467Z,49.9655,-178.7466,10,4.5,mb,107,192,1.591,0.54,us,us7000jmyt,2023-04-05T16:38:15.002Z,"259 km SW of Adak, Alaska",earthquake,7.52,1.911,0.038,207,reviewed,us,us
2023-03-27T02:56:06.731Z,-5.5666,146.923,186.972,4.6,mb,36,92,3.821,0.77,us,us7000jmyc,2023-03-27T03:17:34.040Z,"128 km N of Lae, Papua New Guinea",earthquake,12.04,7.874,0.101,29,reviewed,us,us
2023-03-27T02:53:43.417Z,-22.7695,171.7227,10.385,5,mb,47,101,3.952,0.94,us,us7000jmyb,2023-03-27T03:09:14.040Z,"southeast of the Loyalty Islands",earthquake,10.18,4.85,0.093,37,reviewed,us,us
2023-03-27T02:42:37.872Z,-26.154,178.5166,630.659,4.5,mb,34,73,4.406,0.94,us,us7000jmy9,2023-03-27T02:57:28.040Z,"south of the Fiji Islands",earthquake,11.89,7.558,0.112,23,reviewed,us,us
2023-03-27T02:29:21.602Z,-17.8319,-178.213,466.766,5.5,mww,94,33,3.505,0.66,us,us7000jmy4,2023-03-28T15:50:53.040Z,"262 km E of Levuka, Fiji",earthquake,9.79,5.679,0.089,12,reviewed,us,us
2023-03-27T00:42:14.205Z,-40.1543,174.4049,103.002,4.7,mb,33,57,1.029,0.65,us,us7000jmxp,2023-03-27T22:52:56.073Z,"44 km S of Patea, New Zealand",earthquake,5.8,7.892,0.12,21,reviewed,us,us
2023-03-26T18:39:55.247Z,-7.4573,130.179,10,4.9,mb,117,46,2.928,0.62,us,us7000jmwe,2023-03-30T17:29:09.040Z,"Pulau Pulau Tanimbar, Indonesia",earthquake,7.17,1.735,0.061,84,reviewed,us,us
2023-03-26T17:26:41.348Z,-36.4941,-72.7357,44.331,4.7,mwr,137,44,0.445,0.74,us,us7000jmw0,2023-03-30T16:30:34.474Z,"24 km NE of Tomé, Chile",earthquake,4.53,3.717,0.053,34,reviewed,us,us
2023-03-26T17:21:34.439Z,-30.1941,-177.873,51.178,4.6,mb,27,180,0.93,1.1,us,us6000k0vn,2023-03-30T16:22:30.040Z,"Kermadec Islands, New Zealand",earthquake,14.01,8.062,0.141,15,reviewed,us,us
2023-03-26T15:04:21.034Z,38.337,141.6856,68.38,4.9,mww,49,108,2.496,0.92,us,us7000jmvm,2023-03-30T04:32:32.675Z,"34 km ESE of Ishinomaki, Japan",earthquake,7.45,6.251,0.089,12,reviewed,us,us
2023-03-26T14:33:04.402Z,38.3522,141.6744,66.429,4.5,mb,51,100,2.479,0.98,us,us7000jmvh,2023-03-26T16:45:23.040Z,"33 km ESE of Ishinomaki, Japan",earthquake,3.25,6.973,0.064,72,reviewed,us,us
2023-03-26T13:57:22.024Z,-57.0386,-25.0375,10,4.7,mb,26,75,7.041,0.67,us,us6000k0vg,2023-04-06T15:47:08.040Z,"South Sandwich Islands region",earthquake,12.91,1.885,0.112,24,reviewed,us,us
2023-03-26T12:41:11.854Z,-4.9564,131.9605,53.021,5.1,mb,79,38,2.044,0.66,us,us7000jmuw,2023-04-03T05:44:02.040Z,"Banda Sea",earthquake,4.94,6.199,0.048,140,reviewed,us,us
2023-03-26T12:38:17.292Z,17.5778,120.7175,39.498,4.6,mb,71,85,5.224,0.49,us,us7000jmuv,2023-04-03T05:33:50.040Z,"Luzon, Philippines",earthquake,9.78,6.303,0.059,84,reviewed,us,us
2023-03-26T11:39:01.152Z,-25.6969,-69.1941,7.905,5.1,mww,85,63,0.641,0.67,us,us7000jmuh,2023-04-03T05:26:20.040Z,"Atacama, Chile",earthquake,3.46,3.613,0.061,26,reviewed,us,us
2023-03-26T10:43:44.742Z,-7.5361,130.3788,23.546,4.9,mb,59,76,3.031,0.51,us,us7000jmu9,2023-04-03T05:17:39.040Z,"Kepulauan Tanimbar, Indonesia",earthquake,7.06,5.317,0.07,63,reviewed,us,us
2023-03-26T04:28:24.157Z,44.7607,101.9321,10,4.5,mb,42,46,4.361,0.51,us,us6000k0v1,2023-03-30T22:16:22.040Z,"21 km WNW of Hovd, Mongolia",earthquake,9.47,1.876,0.089,37,reviewed,us,us
2023-03-26T02:53:28.468Z,5.2577,94.5303,65.618,4.5,mb,35,169,2.407,0.48,us,us7000jmsl,2023-03-26T03:29:26.040Z,"94 km WSW of Banda Aceh, Indonesia",earthquake,11.53,7.347,0.101,29,reviewed,us,us
2023-03-26T00:39:52.373Z,-22.4192,-66.1989,262.48,4.6,mb,77,29,1.904,0.62,us,us7000jmrn,2023-04-03T03:29:13.040Z,"Jujuy, Argentina",earthquake,3.25,6.895,0.054,101,reviewed,us,us
2023-03-26T00:02:43.608Z,-20.9921,-68.5893,105.21,5.4,mww,164,29,0.841,0.57,us,us7000jmrf,2023-04-03T04:10:04.460Z,"Antofagasta, Chile",earthquake,5.05,3.851,0.046,46,reviewed,us,us
2023-03-25T23:29:03.833Z,-18.2027,168.0251,22.086,4.8,mb,61,58,2.851,0.48,us,us7000jmra,2023-04-02T04:56:51.040Z,"Vanuatu",earthquake,5.52,4.655,0.082,46,reviewed,us,us
2023-03-25T22:53:18.328Z,1.1731,128.2755,10.402,4.5,mb,47,54,0.992,0.38,us,us6000k0n8,2023-04-03T01:52:46.040Z,"Halmahera, Indonesia",earthquake,5.56,4.587,0.099,30,reviewed,us,us
2023-03-25T21:55:35.196Z,-16.0073,-174.7596,10.076,4.6,mb,47,55,2.725,0.73,us,us7000jmr5,2023-04-02T04:49:20.040Z,"Tonga",earthquake,8.14,3.823,0.083,44,reviewed,us,us
2023-03-25T21:15:08.583Z,-30.1586,-178.1061,10,4.5,mb,17,114,0.908,0.29,us,us6000k0n7,2023-04-03T01:20:16.040Z,"Kermadec Islands, New Zealand",earthquake,4.28,1.92,0.156,12,reviewed,us,us
2023-03-25T19:57:56.941Z,-18.209,167.9743,35.1,4.8,mb,25,70,2.844,1.17,us,us7000jmqk,2023-03-25T20:56:44.040Z,"63 km SW of Port-Vila, Vanuatu",earthquake,9,7.244,0.138,19,reviewed,us,us
2023-03-25T19:34:28.151Z,6.7589,-34.0747,10,4.7,mb,25,170,13.118,1.13,us,us6000k0n2,2023-03-30T02:05:08.040Z,"central Mid-Atlantic Ridge",earthquake,14.56,1.957,0.117,22,reviewed,us,us
2023-03-25T19:13:32.329Z,32.6147,47.6789,10,4.8,mb,56,73,3.524,0.9,us,us7000jmqd,2023-03-25T20:44:47.040Z,"39 km ESE of Dehlorān, Iran",earthquake,7.26,1.834,0.058,91,reviewed,us,us
2023-03-25T13:57:40.567Z,32.7705,-39.7916,10,4.7,mb,32,120,12.676,0.59,us,us7000jmpa,2023-03-25T16:20:12.040Z,"northern Mid-Atlantic Ridge",earthquake,8.37,1.805,0.101,30,reviewed,us,us
2023-03-25T09:58:32.380Z,-21.0439,173.485,10,5,mww,38,120,5.418,0.61,us,us7000jmnp,2023-03-28T11:41:46.040Z,"Vanuatu region",earthquake,7.22,1.873,0.078,16,reviewed,us,us
