time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-03-18T00:00:54.231Z,36.5194,69.8944,164.211,4.9,mww,115,21,2.093,0.82,us,us7000jkzj,2023-04-01T03:58:07.740Z,"6 km SSE of Farkhār, Afghanistan",earthquake,5.58,5.428,0.086,13,reviewed,us,us
2023-03-17T23:43:20.667Z,-22.9511,167.7116,10,4.6,mb,33,173,0.416,0.53,us,us7000jkzi,2023-04-01T03:32:46.040Z,"38 km SE of Vao, New Caledonia",earthquake,6.09,1.874,0.114,23,reviewed,us,us
2023-03-17T20:32:04.105Z,-23.3535,-177.0585,156.346,4.6,mb,37,139,2.77,0.78,us,us7000jkyf,2023-03-17T21:13:54.040Z,"south of the Fiji Islands",earthquake,10.11,7.4,0.089,37,reviewed,us,us
2023-03-17T19:58:06.747Z,-38.1072,176.6233,6.528,4.7,mb,43,64,0.58,0.93,us,us7000jkyc,2023-03-21T20:54:53.525Z,"North Island of New Zealand",earthquake,5,4.98,0.137,19,reviewed,us,us
2023-03-17T19:37:59.190Z,5.9818,125.8004,125.882,4.7,mb,68,38,1.103,1.09,us,us7000jky8,2023-03-17T20:02:44.040Z,"13 km E of Mangili, Philippines",earthquake,8.76,7.095,0.051,117,reviewed,us,us
2023-03-17T19:19:23.358Z,-0.256,-80.6624,10,4.5,mb,27,148,0.826,0.86,us,us7000jkyh,2023-03-17T21:19:16.040Z,"46 km NW of Bahía de Caráquez, Ecuador",earthquake,5.07,1.566,0.156,12,reviewed,us,us
2023-03-17T18:19:10.371Z,38.2387,75.551,139.449,4.7,mb,67,94,2.811,0.69,us,us7000jkxk,2023-03-17T19:34:57.040Z,"138 km E of Murghob, Tajikistan",earthquake,7.69,7.842,0.048,133,reviewed,us,us
2023-03-17T16:11:39.179Z,5.9274,126.9418,70.175,5,mb,71,83,1.767,0.79,us,us7000jkwd,2023-04-09T19:16:46.520Z,"Mindanao, Philippines",earthquake,8.85,6.328,0.043,173,reviewed,us,us
2023-03-17T15:46:01.566Z,-38.0578,176.6211,10,5.3,mww,39,82,0.624,0.98,us,us7000jkvz,2023-04-09T19:25:18.071Z,"8 km NW of Kawerau, New Zealand",earthquake,4.48,1.774,0.066,22,reviewed,us,us
2023-03-17T15:39:59.639Z,-29.7016,-176.2145,10,4.6,mb,19,171,1.551,0.94,us,us7000jlzc,2023-03-25T19:23:14.040Z,"Kermadec Islands region",earthquake,9.94,1.946,0.146,15,reviewed,us,us
2023-03-17T15:31:06.783Z,-38.0843,176.5676,10,4.7,mb,27,98,0.622,0.76,us,us7000jkus,2023-04-09T19:26:05.309Z,"North Island of New Zealand",earthquake,3.44,1.896,0.143,16,reviewed,us,us
2023-03-17T15:04:25.116Z,59.2674,-144.9377,8.6,4.9,mb,,,,0.71,ak,ak0233hxssds,2023-04-09T19:41:31.040Z,"149 km SSE of Cordova, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2023-03-17T13:56:04.434Z,14.5246,119.993,42.985,4.9,mb,70,100,8.313,0.55,us,us7000jku9,2023-03-26T05:42:59.909Z,"33 km SW of Sabang, Philippines",earthquake,10.2,7.255,0.051,119,reviewed,us,us
2023-03-17T13:23:29.080Z,18.4305,120.3745,23.843,4.9,mb,86,79,4.415,0.59,us,us7000jku5,2023-03-26T05:26:59.980Z,"21 km WSW of Davila, Philippines",earthquake,5.07,5.298,0.051,120,reviewed,us,us
2023-03-17T12:05:27.335Z,-9.021,109.7511,49.69,5,mww,60,62,2.074,0.94,us,us7000jktt,2023-03-26T05:22:20.619Z,"131 km SSW of Srandakan, Indonesia",earthquake,8,5,0.078,16,reviewed,us,us
2023-03-17T10:47:51.296Z,-6.1026,147.4907,62.09,4.9,mb,69,44,3.297,0.7,us,us7000jktc,2023-03-17T11:08:35.040Z,"63 km NW of Finschhafen, Papua New Guinea",earthquake,8.58,6.515,0.069,66,reviewed,us,us
2023-03-17T10:39:39.732Z,30.7834,96.0546,10,5.1,mb,78,38,9.866,0.71,us,us7000jktb,2023-03-17T10:59:27.040Z,"114 km WSW of Qamdo, China",earthquake,6.41,1.912,0.05,131,reviewed,us,us
2023-03-17T04:31:34.319Z,-30.0465,-176.5738,10,4.6,mb,17,159,1.409,0.56,us,us7000jlyj,2023-03-23T00:54:55.040Z,"Kermadec Islands region",earthquake,10.94,1.684,0.222,6,reviewed,us,us
2023-03-16T21:43:22.128Z,-30.447,-176.7931,10,4.6,mb,11,199,1.534,0.52,us,us7000jlrf,2023-03-31T05:15:22.040Z,"Kermadec Islands region",earthquake,7.21,1.989,0.223,6,reviewed,us,us
2023-03-16T18:32:51.583Z,35.3098,45.9785,10,5.1,mww,101,67,0.567,0.82,us,us7000jkjc,2023-03-24T12:18:30.100Z,"14 km N of Ḩalabja, Iraq",earthquake,7.21,1.802,0.098,10,reviewed,us,us
2023-03-16T18:13:37.178Z,-30.4659,-176.6042,10,4.6,mb,26,165,1.657,0.87,us,us7000jlr9,2023-03-24T21:02:40.040Z,"Kermadec Islands region",earthquake,9,1.898,0.152,13,reviewed,us,us
2023-03-16T17:54:57.645Z,1.7877,126.2915,38.467,4.6,mb,87,105,1.474,0.87,us,us7000jkip,2023-03-24T21:09:08.040Z,"150 km ENE of Laikit, Laikit II (Dimembe), Indonesia",earthquake,4.35,6.458,0.064,73,reviewed,us,us
2023-03-16T17:27:42.980Z,-23.7586,-179.5163,546.23,4.5,mb,34,107,4.748,0.6,us,us7000jkil,2023-03-24T21:15:51.040Z,"south of the Fiji Islands",earthquake,13.07,8.621,0.124,19,reviewed,us,us
2023-03-16T17:03:07.257Z,11.4766,138.7913,10,5,mww,97,33,6.294,1.1,us,us7000jkgi,2023-03-24T21:18:14.040Z,"State of Yap, Federated States of Micronesia",earthquake,9.02,1.82,0.063,24,reviewed,us,us
2023-03-16T14:59:10.570Z,56.1221,-116.6001,10.806,4.7,mww,183,21,1.795,0.81,us,us7000jkfd,2023-04-09T19:52:40.130Z,"44 km ESE of Peace River, Canada",earthquake,5.75,4.551,0.078,16,reviewed,us,us
2023-03-16T14:46:18.830Z,56.1214,-116.5896,10,4.6,mwr,83,38,1.796,0.65,us,us7000jkf9,2023-04-09T20:16:07.165Z,"45 km ESE of Peace River, Canada",earthquake,5.18,1.837,0.041,57,reviewed,us,us
2023-03-16T14:03:59.561Z,5.3256,-77.595,35.218,4.6,mb,45,62,2.228,0.85,us,us7000jkf1,2023-04-09T20:31:41.040Z,"near the west coast of Colombia",earthquake,7.54,6.544,0.062,77,reviewed,us,us
2023-03-16T12:53:07.216Z,-30.4739,-176.6693,22.014,4.7,mb,31,69,1.625,0.76,us,us7000jkeu,2023-03-16T13:41:53.040Z,"Kermadec Islands region",earthquake,8.77,3.301,0.138,16,reviewed,us,us
2023-03-16T11:47:15.128Z,38.4857,45.0727,10,5.2,mww,88,33,1.128,0.99,us,us7000jkel,2023-03-21T22:59:43.046Z,"Northwestern Iran",earthquake,5.32,1.846,0.063,24,reviewed,us,us
2023-03-16T10:55:07.953Z,40.7392,31.5128,10,4.8,mww,72,34,0.359,1.16,us,us7000jkeb,2023-03-17T08:59:30.040Z,"Western Turkey",earthquake,1.73,1.834,0.098,10,reviewed,us,us
2023-03-16T08:12:20.205Z,-18.8198,168.3165,35,4.6,mb,25,88,3.519,0.5,us,us7000jkdv,2023-04-08T09:54:07.040Z,"119 km S of Port-Vila, Vanuatu",earthquake,4.94,1.926,0.141,18,reviewed,us,us
2023-03-16T07:06:21.456Z,-15.785,-172.6642,10,4.8,mb,35,77,2.541,0.71,us,us7000jkdn,2023-04-07T11:16:09.040Z,"Samoa Islands region",earthquake,5.01,1.788,0.07,64,reviewed,us,us
2023-03-16T05:22:40.581Z,-10.5406,113.313,10,5.2,mww,103,45,2.218,0.49,us,us7000jkcu,2023-04-07T12:04:00.040Z,"249 km S of Kencong, Indonesia",earthquake,6.89,1.711,0.098,10,reviewed,us,us
2023-03-16T04:21:25.254Z,15.532,120.1099,58.472,4.8,mb,59,99,7.305,0.59,us,us7000jkch,2023-03-17T03:52:01.340Z,"16 km ENE of San Lorenzo, Philippines",earthquake,9.95,8.153,0.053,110,reviewed,us,us
2023-03-16T01:46:09.823Z,-30.1716,-176.3951,10,5.2,mb,74,56,1.607,0.68,us,us7000jkbr,2023-04-10T05:24:30.040Z,"Kermadec Islands region",earthquake,7.77,1.737,0.068,70,reviewed,us,us
2023-03-16T01:41:18.816Z,-30.1435,-176.7304,10,4.7,mb,35,167,1.358,0.47,us,us7000jlq5,2023-04-10T05:20:28.040Z,"Kermadec Islands region",earthquake,6.68,1.873,0.194,8,reviewed,us,us
2023-03-16T01:28:10.858Z,-30.1633,-176.4125,10,5.1,mb,40,75,1.59,0.66,us,us7000jlq1,2023-04-10T04:15:57.040Z,"Kermadec Islands region",earthquake,3.5,1.803,0.254,5,reviewed,us,us
2023-03-16T00:56:00.139Z,-30.1743,-176.1982,10,7,mww,324,8,1.752,0.7,us,us7000jkbd,2023-03-30T05:35:21.366Z,"Kermadec Islands region",earthquake,8.15,1.618,0.078,16,reviewed,us,us
2023-03-15T21:50:42.459Z,3.9045,-76.0855,177.822,4.5,mb,63,83,1.992,0.85,us,us7000jka7,2023-03-30T03:21:18.040Z,"18 km ESE of San Pedro, Colombia",earthquake,7.24,2.13,0.085,41,reviewed,us,us
2023-03-15T21:25:38.477Z,4.6942,126.9169,45.698,5.4,mww,237,24,2.709,0.75,us,us7000jk9p,2023-03-30T02:06:48.993Z,"179 km ESE of Sarangani, Philippines",earthquake,7.91,3.707,0.058,29,reviewed,us,us
2023-03-15T19:20:04.928Z,-9.7734,161.6588,10.116,4.8,mb,60,88,1.72,1,us,us7000jk7j,2023-03-21T16:16:12.040Z,"80 km NNW of Kirakira, Solomon Islands",earthquake,7.37,3.17,0.08,48,reviewed,us,us
2023-03-15T19:19:22.708Z,-5.3057,153.7007,44.87,4.6,mb,53,117,1.89,0.85,us,us7000jlgy,2023-03-21T15:59:26.040Z,"191 km SE of Kokopo, Papua New Guinea",earthquake,9.83,6.046,0.092,35,reviewed,us,us
2023-03-15T16:59:07.887Z,-44.4409,-79.0222,10,4.6,mb,21,180,5.05,0.93,us,us7000jk59,2023-03-29T23:43:38.040Z,"Off the coast of Aisen, Chile",earthquake,9.67,1.945,0.165,11,reviewed,us,us
2023-03-15T16:57:20.121Z,-7.198,154.9978,10,4.6,mb,49,65,4.108,0.68,us,us7000jk6s,2023-03-29T23:21:16.040Z,"111 km SSW of Panguna, Papua New Guinea",earthquake,7.03,1.751,0.094,34,reviewed,us,us
2023-03-15T16:53:52.655Z,-8.9189,-109.2682,10,4.5,mb,28,112,31.756,0.52,us,us7000jlgx,2023-03-29T22:53:05.040Z,"central East Pacific Rise",earthquake,10.87,1.834,0.121,20,reviewed,us,us
2023-03-15T12:26:15.692Z,-17.4994,-178.5807,534.512,4.5,mb,34,94,3.204,0.59,us,us7000jk3x,2023-03-29T05:20:26.040Z,"231 km ENE of Levuka, Fiji",earthquake,14.75,8.415,0.104,27,reviewed,us,us
2023-03-15T09:28:20.095Z,-17.9228,-174.4515,125.517,4.5,mb,22,98,0.84,0.33,us,us7000jk2b,2023-03-29T04:33:44.040Z,"Tonga",earthquake,9.98,7.935,0.14,15,reviewed,us,us
2023-03-15T07:39:14.953Z,-15.0743,-173.4213,39.209,4.7,mb,25,150,2.885,0.49,us,us7000jk0w,2023-03-15T08:35:39.040Z,"105 km NNE of Hihifo, Tonga",earthquake,11.25,9.771,0.137,16,reviewed,us,us
2023-03-15T06:36:26.610Z,18.5519,-106.8189,10,4.5,mb,56,129,5.398,1.08,us,us7000jk0l,2023-03-15T06:52:37.040Z,"212 km SW of José María Morelos, Mexico",earthquake,9.62,1.91,0.048,129,reviewed,us,us
2023-03-15T04:41:40.304Z,-12.5896,166.3167,35,4.5,mb,16,91,2.968,0.53,us,us7000jlgh,2023-04-05T05:00:23.040Z,"195 km NW of Sola, Vanuatu",earthquake,12.61,1.931,0.18,9,reviewed,us,us
2023-03-15T04:04:21.341Z,-21.5026,-173.8234,10,4.5,mb,17,88,1.329,0.6,us,us7000jlgq,2023-04-05T04:23:26.040Z,"118 km E of ‘Ohonua, Tonga",earthquake,7.61,1.914,0.241,5,reviewed,us,us
2023-03-15T03:42:37.508Z,-14.9454,-173.5466,10,4.6,mb,22,109,1.996,0.86,us,us7000jlgg,2023-04-05T04:13:26.040Z,"114 km NNE of Hihifo, Tonga",earthquake,10.49,1.895,0.141,15,reviewed,us,us
2023-03-15T03:39:49.486Z,0.8497,-29.1983,10,4.9,mb,35,69,15.078,0.78,us,us7000jk00,2023-04-05T03:49:24.040Z,"central Mid-Atlantic Ridge",earthquake,7.53,1.873,0.11,26,reviewed,us,us
2023-03-15T02:32:21.248Z,34.9834,81.3624,16.756,4.7,mb,60,78,6.828,0.5,us,us7000jjzm,2023-04-04T05:20:04.040Z,"268 km SSE of Hotan, China",earthquake,4.34,3.539,0.063,77,reviewed,us,us
2023-03-15T01:16:17.377Z,-19.4296,-173.4098,10,4.6,mb,37,95,0.957,0.73,us,us7000jjz7,2023-04-04T03:57:00.040Z,"105 km SE of Neiafu, Tonga",earthquake,5.18,1.79,0.133,17,reviewed,us,us
2023-03-15T00:36:46.559Z,-13.1851,167.0387,183.313,4.9,mb,129,54,2.254,0.52,us,us7000jjz2,2023-03-29T05:06:52.040Z,"94 km NW of Sola, Vanuatu",earthquake,8.88,5.149,0.057,97,reviewed,us,us
2023-03-14T23:45:31.573Z,-29.8035,-179.2164,309.485,4.6,mb,67,115,1.252,0.86,us,us7000jjyt,2023-03-29T04:25:39.040Z,"Kermadec Islands region",earthquake,15.45,6.019,0.082,44,reviewed,us,us
2023-03-14T20:55:44.209Z,-17.5274,-69.4513,169.435,4.5,mb,76,96,0.068,0.68,us,us7000jjxc,2023-04-08T21:12:22.040Z,"Peru-Bolivia border region",earthquake,7.45,4.933,0.068,65,reviewed,us,us
2023-03-14T19:56:39.181Z,-38.3747,-75.2693,8,5.5,mww,167,35,2.078,0.88,us,us7000jjwt,2023-04-08T20:19:59.304Z,"165 km WSW of Lebu, Chile",earthquake,6.06,1.669,0.053,34,reviewed,us,us
2023-03-14T16:36:02.820Z,35.5876,22.1207,32.581,5.4,mww,139,36,4.518,0.96,us,us7000jjve,2023-03-26T17:33:10.667Z,"100 km SW of Kýthira, Greece",earthquake,6.68,3.512,0.04,61,reviewed,us,us
2023-03-14T14:49:49.529Z,37.7866,37.3903,10,4.6,mwr,105,28,0.48,0.98,us,us7000jjv5,2023-03-26T17:10:15.570Z,"10 km ENE of Çağlayancerit, Turkey",earthquake,4.64,1.746,0.069,20,reviewed,us,us
2023-03-14T10:23:51.921Z,2.2973,128.0355,10,4.5,mb,54,77,1.656,0.7,us,us7000jjsw,2023-03-14T13:08:33.040Z,"62 km N of Tobelo, Indonesia",earthquake,8.85,1.897,0.085,41,reviewed,us,us
2023-03-14T10:01:15.052Z,51.7449,159.5407,10,5,mb,98,125,1.392,0.68,us,us7000jjsn,2023-03-14T10:26:34.040Z,"153 km SSE of Vilyuchinsk, Russia",earthquake,8.69,1.872,0.051,123,reviewed,us,us
2023-03-14T07:11:15.151Z,-26.9109,-71.2287,14.926,4.5,mb,36,116,0.897,0.83,us,us7000jjs2,2023-03-21T07:31:07.040Z,"Off the coast of Atacama, Chile",earthquake,3.22,4.251,0.205,7,reviewed,us,us
2023-03-14T06:47:34.436Z,38.0681,36.9544,3.289,4.6,mwr,68,44,0.541,0.49,us,us7000jjrw,2023-03-26T05:00:40.458Z,"central Turkey",earthquake,2.18,4.382,0.06,27,reviewed,us,us
2023-03-14T05:06:59.998Z,6.8028,-72.9977,157.397,4.5,mb,62,38,0.908,0.65,us,us7000jjrd,2023-03-24T08:32:30.225Z,"5 km NNW of Cepitá, Colombia",earthquake,7.43,6.699,0.041,178,reviewed,us,us
2023-03-14T04:24:47.869Z,-56.6166,-141.7516,10,5.5,mww,42,85,31.32,0.8,us,us7000jju1,2023-03-30T05:06:20.346Z,"Pacific-Antarctic Ridge",earthquake,12.78,1.287,0.089,12,reviewed,us,us
2023-03-14T04:16:45.399Z,-31.8859,-179.5121,121.94,4.6,mb,19,151,2.954,0.64,us,us7000jkwb,2023-03-30T04:35:33.040Z,"Kermadec Islands region",earthquake,13.08,8.385,0.193,8,reviewed,us,us
2023-03-14T03:27:51.595Z,0.6819,125.2476,81.134,4.5,mb,57,62,2.121,0.63,us,us7000jjqs,2023-03-30T03:53:33.141Z,"78 km SSE of Tondano, Indonesia",earthquake,2.98,6.69,0.1,29,reviewed,us,us
2023-03-14T02:55:39.337Z,14.3364,-93.2078,35,4.5,mb,65,134,2.193,0.73,us,us7000jjqm,2023-03-30T03:00:51.040Z,"near the coast of Chiapas, Mexico",earthquake,6.9,1.881,0.039,197,reviewed,us,us
2023-03-14T00:49:08.507Z,-5.4168,146.8558,213,6.3,mww,180,11,3.974,0.53,us,us7000jjp7,2023-04-04T05:10:17.762Z,"120 km E of Madang, Papua New Guinea",earthquake,7.41,1.856,0.041,57,reviewed,us,us
2023-03-13T22:50:44.799Z,-28.1719,-67.4962,131.06,5.2,mww,223,22,1.969,0.75,us,us7000jjnk,2023-03-29T02:25:33.040Z,"13 km SSE of Tinogasta, Argentina",earthquake,7.54,3.903,0.046,46,reviewed,us,us
2023-03-13T21:53:46.379Z,20.8661,121.6336,66.558,4.6,mb,69,78,2.009,0.62,us,us7000jjn9,2023-03-28T23:25:57.040Z,"58 km NW of Basco, Philippines",earthquake,8.17,5.359,0.083,43,reviewed,us,us
2023-03-13T21:46:06.586Z,-11.9778,166.0037,10,4.9,mww,80,108,3.64,0.62,us,us7000jjn7,2023-03-28T23:08:02.040Z,"140 km S of Lata, Solomon Islands",earthquake,9.14,1.77,0.089,12,reviewed,us,us
2023-03-13T20:37:34.098Z,-48.7781,121.2433,10,4.5,mb,36,61,16.118,1.04,us,us7000jjmw,2023-03-20T15:51:02.040Z,"western Indian-Antarctic Ridge",earthquake,7.25,1.8,0.111,24,reviewed,us,us
2023-03-13T20:21:43.993Z,-21.0827,-178.8711,628.795,4.5,mb,76,41,3.425,0.8,us,us7000jjmh,2023-03-20T15:47:57.040Z,"Fiji region",earthquake,12.43,4.563,0.064,71,reviewed,us,us
2023-03-13T19:19:15.199Z,-17.6298,-70.3675,98.245,5,mww,79,72,0.737,0.76,us,us7000jjll,2023-03-20T15:35:40.023Z,"21 km SW of Chipispaya, Peru",earthquake,6.87,3.979,,,reviewed,us,guc
2023-03-13T18:49:24.837Z,17.841,-105.9981,10,4.5,mb,84,162,4.864,1.01,us,us7000jjld,2023-03-20T15:31:08.040Z,"202 km SSW of Emiliano Zapata, Mexico",earthquake,10.94,1.965,0.041,173,reviewed,us,us
2023-03-13T18:15:53.764Z,-49.9059,-115.0609,10,4.5,mb,39,39,26.686,1.05,us,us7000jkvg,2023-03-20T14:57:48.040Z,"southern East Pacific Rise",earthquake,15.84,1.843,0.106,26,reviewed,us,us
2023-03-13T14:56:40.179Z,-15.1338,-75.9107,10,4.5,mb,39,107,3.256,0.82,us,us7000jjjf,2023-03-23T20:12:27.040Z,"84 km WNW of San Juan, Peru",earthquake,10.7,1.863,0.15,13,reviewed,us,us
2023-03-13T14:40:04.815Z,44.6481,149.3341,35,4.5,mb,103,81,4.861,0.57,us,us7000jjjc,2023-03-23T19:47:26.040Z,"131 km ESE of Kuril’sk, Russia",earthquake,4.71,1.821,0.061,79,reviewed,us,us
2023-03-13T14:29:57.640Z,44.5454,149.3605,35,4.6,mb,127,83,5.186,0.77,us,us7000jjj9,2023-03-23T19:43:34.040Z,"139 km ESE of Kuril’sk, Russia",earthquake,8.77,1.839,0.043,159,reviewed,us,us
2023-03-13T13:40:51.176Z,-31.4787,-177.7977,10,4.9,mb,46,135,2.212,0.84,us,us7000jjiy,2023-03-22T17:05:24.040Z,"Kermadec Islands region",earthquake,9.76,1.721,0.108,27,reviewed,us,us
2023-03-13T12:52:03.573Z,14.3345,123.0011,10,4.5,mb,42,115,8.632,0.68,us,us7000jjiv,2023-03-24T08:09:56.848Z,"15 km NE of Sabang Indan, Philippines",earthquake,11.06,1.899,0.09,36,reviewed,us,us
2023-03-13T10:55:51.613Z,-7.2664,130.3319,83.938,4.6,mb,42,71,2.759,0.74,us,us7000jjib,2023-03-13T12:52:53.040Z,"Kepulauan Tanimbar, Indonesia",earthquake,4.88,9.049,0.097,32,reviewed,us,us
2023-03-13T10:24:33.725Z,14.4015,123.0328,21.817,4.7,mb,46,116,8.573,0.82,us,us7000jji7,2023-03-17T15:11:52.812Z,"23 km NNE of Sabang Indan, Philippines",earthquake,11.67,3.342,0.07,62,reviewed,us,us
2023-03-13T10:14:49.755Z,-24.1199,-66.7077,190.936,4.5,mb,51,36,1.782,0.92,us,us7000jji3,2023-03-13T11:35:16.040Z,"40 km WNW of San Antonio de los Cobres, Argentina",earthquake,8.57,2.702,0.043,159,reviewed,us,us
2023-03-13T09:04:59.658Z,18.4842,-70.4656,10,4.6,mb,75,59,0.521,0.88,us,us7000jjhw,2023-03-14T02:11:28.130Z,"8 km SSE of San José de Ocoa, Dominican Republic",earthquake,5.68,1.88,0.045,146,reviewed,us,us
2023-03-13T08:59:57.105Z,27.6205,53.1796,16.644,4.5,mb,105,46,3.804,0.65,us,us7000jjhu,2023-03-20T08:51:25.040Z,"30 km ENE of Mohr, Iran",earthquake,6.99,3.054,0.064,71,reviewed,us,us
2023-03-13T06:49:21.929Z,-58.8029,-25.074,23.861,4.9,mb,56,82,15.757,0.46,us,us7000jjha,2023-03-13T07:19:22.040Z,"South Sandwich Islands region",earthquake,13.26,5.75,0.076,54,reviewed,us,us
2023-03-13T06:11:33.820Z,-17.4346,-178.7572,550.523,5,mb,60,66,3.058,0.58,us,us7000jjh3,2023-03-13T06:30:44.040Z,"215 km ENE of Levuka, Fiji",earthquake,12.11,8.965,0.082,47,reviewed,us,us
2023-03-13T03:11:49.953Z,-3.8245,-76.596,114.288,4.6,mb,157,35,2.72,0.64,us,us7000jjgg,2023-03-28T21:20:02.040Z,"42 km SSW of Alianza Cristiana, Peru",earthquake,7.86,5.207,0.049,125,reviewed,us,us
2023-03-13T01:37:15.702Z,-44.0689,177.0437,10,4.9,mb,58,84,3.047,0.51,us,us7000jjfv,2023-03-28T05:09:24.040Z,"off the east coast of the South Island of New Zealand",earthquake,7.65,1.688,0.108,27,reviewed,us,us
2023-03-13T01:34:30.468Z,38.1188,38.6904,5.474,4.6,mwr,127,44,0.685,0.69,us,us7000jjft,2023-03-28T05:00:38.452Z,"11 km NE of Sincik, Turkey",earthquake,3.57,3.845,0.048,41,reviewed,us,us
2023-03-12T23:51:14.135Z,-5.4794,154.2339,154.321,4.8,mb,77,63,2.428,0.71,us,us7000jjf8,2023-03-29T04:52:04.040Z,"Bougainville region, Papua New Guinea",earthquake,8.68,2.115,0.045,153,reviewed,us,us
2023-03-12T21:17:52.366Z,29.4559,130.7241,35,4.7,mb,52,121,2.06,0.59,us,us7000jjek,2023-03-29T04:02:03.040Z,"88 km SSE of Koshima, Japan",earthquake,6.58,1.899,0.063,76,reviewed,us,us
2023-03-12T20:56:51.518Z,-10.7905,166.7831,11.457,5.1,mww,72,68,4.647,0.69,us,us7000jje1,2023-03-20T22:13:48.040Z,"108 km E of Lata, Solomon Islands",earthquake,9.53,3.908,0.075,17,reviewed,us,us
2023-03-12T18:29:47.390Z,-10.0589,-79.2898,28.478,4.5,mb,38,107,3.074,0.77,us,us7000jjd9,2023-03-19T17:32:32.040Z,"119 km WSW of Puerto Casma, Peru",earthquake,8.85,7.166,0.115,22,reviewed,us,us
2023-03-12T18:16:26.508Z,11.9125,143.2207,10,4.6,mb,38,99,2.316,0.98,us,us7000jksp,2023-03-19T17:19:01.040Z,"217 km SW of Merizo Village, Guam",earthquake,11.32,1.918,0.109,25,reviewed,us,us
2023-03-12T15:26:16.290Z,39.1174,67.3618,10,4.5,mb,43,79,1.364,0.88,us,us7000jjcg,2023-04-10T15:09:50.040Z,"34 km SSE of Urgut Shahri, Uzbekistan",earthquake,5.36,1.9,0.111,24,reviewed,us,us
2023-03-12T11:43:43.297Z,24.276,94.7151,113.11,4.6,mb,77,48,4.097,0.43,us,us7000jjbm,2023-03-24T07:27:24.040Z,"Myanmar-India border region",earthquake,2.94,6.734,0.06,83,reviewed,us,us
2023-03-12T11:33:58.096Z,36.5092,70.9383,160.685,4.6,mb,89,73,2.499,0.56,us,us7000jjbk,2023-03-24T07:14:38.040Z,"Hindu Kush region, Afghanistan",earthquake,6.6,6.858,0.041,178,reviewed,us,us
2023-03-12T07:43:19.550Z,-12.0305,165.8383,10,5.6,mww,106,41,3.646,0.5,us,us7000jjax,2023-04-07T06:42:48.720Z,"144 km S of Lata, Solomon Islands",earthquake,8.36,1.852,0.048,41,reviewed,us,us
